-1 ,-3 ,-1 ,-2 ,-2 ,1 ,-2 ,-1 ,
-1 ,0 ,-1 ,0 ,5 ,5 ,0 ,0 ,
0 ,-1 ,0 ,-2 ,-2 ,1 ,-2 ,0 ,
-1 ,-1 ,-3 ,1 ,-2 ,-1 ,-3 ,-1 ,
0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,-3 ,
0 ,-1 ,2 ,-2 ,-1 ,-3 ,-2 ,-2 ,
-1 ,2 ,-1 ,-2 ,-3 ,-4 ,-3 ,1 ,
-2 ,-2 ,-1 ,1 ,-2 ,-5 ,0 ,0 ,
-1 ,-2 ,-3 ,-3 ,-5 ,13 ,0 ,1 ,
-2 ,-1 ,-3 ,0 ,1 ,-2 ,-4 ,-3 ,
-2 ,-2 ,-3 ,-3 ,1 ,-1 ,-1 ,0 ,
-1 ,-1 ,-1 ,-1 ,-3 ,-6 ,-2 ,-2 ,
-1 ,-2 ,1 ,0 ,-1 ,0 ,-3 ,-1 ,
0 ,-2 ,1 ,-3 ,-2 ,1 ,-1 ,-1 ,
0 ,-2 ,2 ,0 ,-2 ,2 ,-1 ,0 ,
-2 ,-1 ,1 ,0 ,-5 ,-5 ,-3 ,-1 ,
-1 ,0 ,1 ,0 ,2 ,-2 ,-10 ,1 ,
-4 ,0 ,-2 ,1 ,-19 ,2 ,11 ,-8 ,
7 ,-1 ,-7 ,-24 ,-21 ,49 ,53 ,11 ,
-9 ,-9 ,-14 ,16 ,42 ,-18 ,87 ,17 ,
-3 ,-8 ,-21 ,-23 ,-29 ,-6 ,26 ,-2 ,
-1 ,-5 ,0 ,-3 ,-7 ,27 ,-30 ,-4 ,
-4 ,-3 ,-5 ,-6 ,-2 ,-9 ,0 ,-1 ,
-2 ,-3 ,-1 ,-3 ,-1 ,-3 ,-1 ,-1 ,
0 ,-1 ,-2 ,1 ,-3 ,-2 ,-2 ,-2 ,
-1 ,-1 ,-2 ,-1 ,-2 ,-1 ,0 ,-2 ,
-1 ,-2 ,1 ,0 ,-1 ,0 ,-2 ,-2 ,
-2 ,-2 ,-1 ,0 ,-4 ,0 ,2 ,0 ,
1 ,-2 ,-1 ,0 ,1 ,-1 ,-3 ,0 ,
-2 ,-1 ,1 ,-1 ,-1 ,1 ,2 ,0 ,
0 ,0 ,0 ,2 ,0 ,-1 ,-1 ,-1 ,
-2 ,-1 ,0 ,-1 ,-1 ,-2 ,-2 ,0 ,
-2 ,-1 ,0 ,-2 ,0 ,-3 ,-6 ,0 ,
-1 ,-1 ,0 ,-2 ,-3 ,-1 ,-3 ,-2 ,
0 ,0 ,0 ,-1 ,-3 ,-2 ,-2 ,-1 ,
1 ,-2 ,2 ,-1 ,-3 ,-2 ,0 ,0 ,
-1 ,0 ,0 ,-1 ,-1 ,0 ,0 ,-3 ,
-6 ,-2 ,0 ,1 ,-2 ,-1 ,-1 ,-3 ,
-2 ,-1 ,-2 ,1 ,0 ,-1 ,-1 ,-4 ,
-2 ,-2 ,-1 ,0 ,-2 ,0 ,0 ,-1 ,
-2 ,0 ,-2 ,-1 ,-1 ,-1 ,-3 ,-1 ,
0 ,0 ,-1 ,0 ,-1 ,-3 ,1 ,-1 ,
-1 ,-1 ,-1 ,-1 ,-2 ,1 ,-1 ,0 ,
-1 ,-1 ,3 ,-1 ,-1 ,-2 ,-2 ,-1 ,
0 ,-1 ,1 ,0 ,1 ,0 ,1 ,-2 ,
-2 ,0 ,-2 ,2 ,-1 ,-2 ,-2 ,-1 ,
1 ,0 ,1 ,-1 ,-1 ,-1 ,1 ,-1 ,
0 ,-1 ,1 ,0 ,0 ,0 ,-1 ,0 ,
-2 ,1 ,0 ,0 ,-5 ,0 ,-1 ,-1 ,
-3 ,-3 ,-3 ,-6 ,-5 ,-5 ,-4 ,-2 ,
-2 ,-2 ,-3 ,1 ,1 ,-2 ,0 ,-2 ,
-1 ,-1 ,-1 ,0 ,-6 ,-1 ,-1 ,0 ,
-1 ,-2 ,1 ,4 ,16 ,2 ,0 ,-2 ,
0 ,-1 ,0 ,1 ,0 ,-1 ,-2 ,0 ,
-2 ,0 ,2 ,-1 ,-10 ,-1 ,-1 ,0 ,
-1 ,-1 ,-3 ,-3 ,-8 ,0 ,0 ,-3 ,
-1 ,-2 ,-1 ,-1 ,2 ,2 ,-1 ,-3 ,
-1 ,-2 ,0 ,2 ,7 ,-1 ,-3 ,-1 ,
0 ,-1 ,-4 ,4 ,6 ,-1 ,0 ,-1 ,
-1 ,-2 ,-1 ,0 ,0 ,0 ,-2 ,-1 ,
0 ,-1 ,-2 ,-5 ,-4 ,0 ,0 ,-1 ,
1 ,2 ,3 ,-2 ,-8 ,3 ,-1 ,-1 ,
-2 ,0 ,2 ,2 ,8 ,1 ,0 ,-1 ,
-2 ,-4 ,-2 ,-5 ,-6 ,-16 ,-8 ,-3 ,
-1 ,-3 ,-11 ,-16 ,-26 ,-12 ,12 ,5 ,
2 ,10 ,3 ,15 ,19 ,-4 ,-28 ,2 ,
-9 ,-24 ,-23 ,-38 ,2 ,-36 ,16 ,-11 ,
-10 ,1 ,4 ,11 ,-19 ,-68 ,-50 ,-14 ,
8 ,7 ,-24 ,-23 ,42 ,19 ,-58 ,21 ,
0 ,3 ,10 ,18 ,-2 ,9 ,-48 ,-7 ,
-1 ,-1 ,2 ,1 ,0 ,7 ,4 ,0 ,
1 ,-1 ,0 ,-1 ,-5 ,-7 ,0 ,0 ,
1 ,1 ,0 ,6 ,-6 ,2 ,-1 ,2 ,
-3 ,0 ,1 ,-4 ,-17 ,-9 ,-2 ,0 ,
-1 ,0 ,-2 ,-3 ,7 ,2 ,-2 ,-1 ,
-2 ,-1 ,1 ,0 ,9 ,11 ,1 ,-1 ,
-1 ,-2 ,-3 ,-1 ,-5 ,-1 ,-1 ,0 ,
-2 ,-2 ,1 ,-1 ,1 ,11 ,-2 ,0 ,
1 ,-2 ,0 ,-2 ,-4 ,0 ,0 ,0 ,
-2 ,-2 ,-3 ,-1 ,1 ,12 ,0 ,0 ,
-1 ,-1 ,2 ,0 ,-5 ,-2 ,-1 ,-1 ,
0 ,-1 ,2 ,-3 ,-7 ,-6 ,0 ,0 ,
-3 ,0 ,0 ,-3 ,6 ,2 ,0 ,-2 ,
-1 ,0 ,1 ,1 ,2 ,-7 ,-2 ,-1 ,
-1 ,-1 ,-1 ,-4 ,0 ,-3 ,-1 ,-1 ,
-1 ,0 ,0 ,0 ,-1 ,-6 ,-1 ,-2 ,
-1 ,0 ,0 ,-3 ,0 ,-1 ,-1 ,-1 ,
0 ,-2 ,1 ,-1 ,-2 ,5 ,-2 ,-1 ,
-2 ,-2 ,1 ,0 ,-2 ,-1 ,-1 ,-1 ,
0 ,-1 ,0 ,-2 ,1 ,4 ,1 ,1 ,
0 ,-1 ,1 ,-2 ,-3 ,3 ,0 ,0 ,
-1 ,-1 ,-1 ,1 ,-2 ,-4 ,0 ,-1 ,
-2 ,0 ,0 ,0 ,-6 ,-2 ,-1 ,-1 ,
-3 ,-1 ,0 ,-3 ,-3 ,-3 ,1 ,-1 ,
-2 ,-2 ,-1 ,-1 ,2 ,4 ,-1 ,-2 ,
0 ,1 ,1 ,1 ,-6 ,-4 ,0 ,0 ,
-3 ,-2 ,-2 ,-1 ,-1 ,-1 ,-3 ,-3 ,
-2 ,-2 ,-2 ,2 ,2 ,5 ,0 ,-2 ,
0 ,1 ,1 ,1 ,-2 ,-2 ,-2 ,1 ,
1 ,0 ,0 ,3 ,7 ,-3 ,-1 ,-1 ,
-3 ,-1 ,-1 ,6 ,4 ,1 ,0 ,-1 ,
-1 ,-1 ,-1 ,0 ,-2 ,-8 ,0 ,-2 ,
-1 ,1 ,-1 ,-3 ,0 ,11 ,3 ,1 ,
0 ,-1 ,-1 ,2 ,1 ,-11 ,-1 ,-1 ,
-2 ,0 ,-1 ,0 ,-7 ,-7 ,-2 ,0 ,
-2 ,-2 ,1 ,-1 ,5 ,-2 ,-2 ,-2 ,
0 ,-2 ,-2 ,0 ,1 ,5 ,-1 ,-1 ,
-3 ,-6 ,-12 ,-10 ,-5 ,-3 ,17 ,0 ,
2 ,4 ,3 ,5 ,11 ,3 ,5 ,1 ,
1 ,-3 ,8 ,-6 ,1 ,-19 ,-72 ,-12 ,
1 ,5 ,15 ,12 ,6 ,-1 ,32 ,3 ,
-4 ,3 ,-2 ,19 ,-8 ,18 ,-20 ,5 ,
17 ,9 ,15 ,-17 ,-2 ,8 ,-17 ,18 ,
-6 ,-6 ,-2 ,-15 ,-19 ,-19 ,-24 ,-19 ,
-2 ,-1 ,-1 ,-2 ,7 ,2 ,1 ,0 ,
0 ,0 ,1 ,-1 ,-1 ,3 ,0 ,1 ,
-1 ,-2 ,2 ,-1 ,1 ,-8 ,-3 ,-5 ,
-3 ,-2 ,1 ,5 ,19 ,-1 ,-3 ,-2 ,
0 ,0 ,0 ,6 ,5 ,-1 ,-1 ,0 ,
-2 ,-2 ,-2 ,-3 ,-7 ,-5 ,-1 ,-1 ,
-2 ,1 ,1 ,0 ,11 ,2 ,0 ,1 ,
-2 ,-1 ,0 ,1 ,2 ,13 ,1 ,-1 ,
0 ,-1 ,-2 ,9 ,10 ,-1 ,-1 ,-2 ,
-2 ,0 ,0 ,-6 ,-7 ,2 ,-2 ,-1 ,
-1 ,0 ,0 ,-4 ,-7 ,2 ,-1 ,1 ,
1 ,0 ,3 ,3 ,-3 ,-5 ,1 ,0 ,
0 ,-1 ,-2 ,-2 ,-4 ,-1 ,-1 ,0 ,
-2 ,-3 ,-4 ,-4 ,-2 ,-2 ,1 ,-2 ,
1 ,-1 ,-1 ,-5 ,-7 ,-1 ,-1 ,1 ,
-2 ,0 ,0 ,-2 ,5 ,1 ,-1 ,-1 ,
-2 ,-1 ,-1 ,-1 ,-1 ,0 ,-1 ,0 ,
-2 ,0 ,0 ,3 ,3 ,-1 ,2 ,-1 ,
-1 ,-1 ,1 ,-3 ,4 ,-1 ,-1 ,-2 ,
0 ,0 ,0 ,-3 ,-6 ,-5 ,-1 ,-1 ,
-2 ,34 ,2 ,2 ,-7 ,-2 ,-1 ,-2 ,
-1 ,-2 ,0 ,5 ,4 ,4 ,1 ,0 ,
0 ,-3 ,0 ,2 ,4 ,0 ,-1 ,0 ,
-3 ,-1 ,-2 ,-1 ,4 ,-8 ,-4 ,-2 ,
-1 ,0 ,-1 ,-4 ,-2 ,-2 ,-2 ,-1 ,
-1 ,-1 ,-1 ,1 ,8 ,3 ,-2 ,0 ,
-1 ,-2 ,-1 ,-3 ,-4 ,-3 ,-3 ,-1 ,
0 ,-2 ,0 ,0 ,-1 ,-1 ,0 ,1 ,
0 ,-1 ,-1 ,0 ,-1 ,-12 ,-1 ,-1 ,
1 ,1 ,-1 ,-2 ,-2 ,1 ,1 ,1 ,
-1 ,-1 ,-1 ,-6 ,-8 ,1 ,-3 ,-3 ,
-1 ,-2 ,-1 ,-1 ,-9 ,-5 ,-3 ,0 ,
-2 ,-3 ,3 ,-2 ,-2 ,-4 ,-1 ,-2 ,
-2 ,-2 ,-2 ,-1 ,-3 ,-3 ,-1 ,-1 ,
-2 ,-2 ,-3 ,-7 ,-19 ,0 ,-1 ,-2 ,
-2 ,-2 ,0 ,0 ,6 ,-1 ,-1 ,-1 ,
-1 ,-2 ,-3 ,-5 ,-3 ,4 ,-1 ,-2 ,
0 ,-1 ,0 ,-2 ,-7 ,2 ,-1 ,-1 ,
0 ,-1 ,-3 ,3 ,-3 ,0 ,1 ,-1 ,
-4 ,-4 ,-2 ,-5 ,-11 ,-18 ,-1 ,-3 ,
1 ,5 ,9 ,13 ,11 ,8 ,-22 ,0 ,
-3 ,12 ,20 ,10 ,-4 ,-36 ,-10 ,16 ,
-3 ,3 ,12 ,0 ,18 ,70 ,84 ,10 ,
21 ,3 ,22 ,18 ,13 ,35 ,30 ,8 ,
0 ,4 ,0 ,4 ,4 ,-24 ,-68 ,-6 ,
0 ,0 ,21 ,14 ,7 ,69 ,92 ,13 ,
-2 ,-2 ,1 ,-3 ,-5 ,1 ,12 ,0 ,
-2 ,-2 ,-1 ,-1 ,4 ,1 ,5 ,1 ,
-1 ,-2 ,-1 ,-4 ,-7 ,-2 ,-1 ,0 ,
-2 ,-1 ,2 ,17 ,-11 ,1 ,0 ,-1 ,
-5 ,-4 ,-1 ,-14 ,0 ,0 ,-1 ,0 ,
0 ,3 ,2 ,7 ,27 ,5 ,3 ,2 ,
0 ,-1 ,1 ,8 ,7 ,1 ,-1 ,-1 ,
1 ,3 ,0 ,14 ,14 ,0 ,2 ,-1 ,
-2 ,0 ,1 ,4 ,0 ,3 ,0 ,0 ,
-1 ,-1 ,1 ,-1 ,2 ,0 ,-3 ,-3 ,
-2 ,-4 ,2 ,-7 ,-13 ,2 ,0 ,-2 ,
0 ,0 ,3 ,-4 ,-11 ,-2 ,-2 ,-1 ,
-1 ,-1 ,-1 ,-7 ,-3 ,2 ,-1 ,0 ,
-1 ,-1 ,0 ,14 ,16 ,5 ,0 ,1 ,
-2 ,-1 ,2 ,-3 ,0 ,-3 ,-1 ,-1 ,
-1 ,0 ,-2 ,-5 ,-9 ,0 ,-1 ,-1 ,
-1 ,-1 ,0 ,0 ,-1 ,5 ,0 ,-2 ,
-1 ,0 ,-2 ,7 ,6 ,1 ,-2 ,-1 ,
-2 ,0 ,-1 ,-4 ,-2 ,-6 ,-1 ,-2 ,
0 ,-1 ,3 ,-3 ,-8 ,-6 ,-1 ,-1 ,
1 ,-3 ,3 ,-6 ,-18 ,-2 ,0 ,-2 ,
0 ,-2 ,-2 ,-3 ,4 ,3 ,1 ,0 ,
-1 ,-2 ,-2 ,1 ,18 ,4 ,3 ,0 ,
-1 ,0 ,0 ,1 ,6 ,-2 ,1 ,-1 ,
-1 ,-2 ,0 ,0 ,5 ,2 ,-2 ,-3 ,
-2 ,-3 ,-1 ,-3 ,-6 ,0 ,-4 ,-2 ,
0 ,0 ,1 ,1 ,6 ,-3 ,1 ,1 ,
1 ,-3 ,0 ,4 ,12 ,0 ,-1 ,-1 ,
-2 ,-2 ,-2 ,-5 ,-3 ,-20 ,-7 ,-1 ,
0 ,-1 ,-5 ,2 ,10 ,7 ,-1 ,-1 ,
-1 ,-1 ,0 ,0 ,-3 ,1 ,0 ,1 ,
-1 ,0 ,1 ,-3 ,7 ,7 ,3 ,0 ,
-3 ,-4 ,-4 ,-4 ,3 ,-2 ,-1 ,-1 ,
-2 ,3 ,2 ,-3 ,-2 ,-2 ,-4 ,-3 ,
-4 ,-4 ,4 ,-13 ,-13 ,-9 ,7 ,-5 ,
22 ,-14 ,-39 ,-48 ,5 ,-42 ,-79 ,0 ,
12 ,-3 ,48 ,6 ,19 ,-65 ,26 ,-10 ,
-18 ,-9 ,-17 ,-24 ,-23 ,15 ,-67 ,-15 ,
8 ,3 ,5 ,8 ,14 ,-3 ,11 ,3 ,
0 ,3 ,3 ,4 ,2 ,-11 ,4 ,1 ,
-1 ,1 ,-1 ,-1 ,-8 ,-5 ,1 ,0 ,
0 ,-2 ,-2 ,-8 ,-12 ,-3 ,-1 ,-3 ,
-1 ,-2 ,1 ,-7 ,-27 ,-3 ,-1 ,-2 ,
-2 ,-3 ,0 ,9 ,1 ,0 ,-3 ,-3 ,
0 ,1 ,0 ,-8 ,-10 ,-3 ,-5 ,0 ,
-1 ,0 ,-3 ,1 ,2 ,3 ,-1 ,-2 ,
0 ,-1 ,-3 ,3 ,2 ,-2 ,2 ,-1 ,
-1 ,-1 ,-1 ,-13 ,-16 ,-3 ,-2 ,0 ,
-2 ,1 ,1 ,-3 ,12 ,-4 ,1 ,0 ,
-3 ,-1 ,0 ,-6 ,-3 ,-13 ,1 ,-3 ,
0 ,-1 ,-4 ,-10 ,-8 ,-5 ,2 ,0 ,
-1 ,-3 ,-1 ,-7 ,-11 ,-4 ,-7 ,1 ,
-3 ,0 ,-2 ,-7 ,-8 ,-2 ,-4 ,-7 ,
1 ,-2 ,0 ,2 ,5 ,-3 ,-1 ,0 ,
-3 ,-3 ,2 ,0 ,-6 ,-4 ,-1 ,-4 ,
-2 ,0 ,-3 ,3 ,17 ,1 ,1 ,-1 ,
-3 ,-3 ,-1 ,-10 ,-11 ,-3 ,-1 ,-3 ,
-9 ,-4 ,0 ,-5 ,-7 ,-10 ,-3 ,0 ,
-2 ,-7 ,0 ,3 ,2 ,-5 ,0 ,-1 ,
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
-1 ,1 ,2 ,0 ,-1 ,-1 ,-2 ,-1 ,
0 ,5 ,6 ,4 ,-3 ,-1 ,0 ,1 ,
5 ,-11 ,-18 ,-9 ,10 ,-7 ,0 ,0 ,
-2 ,-4 ,-3 ,0 ,0 ,2 ,0 ,10 ,
1 ,0 ,-1 ,3 ,31 ,39 ,4 ,-2 ,
-2 ,-16 ,-1 ,1 ,-7 ,-11 ,-3 ,-2 ,
-2 ,-4 ,4 ,-3 ,-5 ,-2 ,-6 ,-3 ,
2 ,5 ,3 ,2 ,-1 ,-2 ,-6 ,-1 ,
3 ,-2 ,0 ,5 ,19 ,8 ,-1 ,1 ,
-4 ,0 ,1 ,5 ,9 ,-26 ,-11 ,1 ,
-3 ,-8 ,-6 ,-8 ,-36 ,-13 ,-11 ,-1 ,
1 ,-2 ,-5 ,5 ,83 ,47 ,2 ,2 ,
-1 ,-1 ,-2 ,-3 ,-17 ,-16 ,-6 ,-3 ,
0 ,-1 ,-7 ,0 ,14 ,26 ,7 ,2 ,
-2 ,-3 ,-1 ,-2 ,-14 ,11 ,-1 ,-2 ,
-2 ,-2 ,-4 ,-10 ,-14 ,-51 ,-7 ,-3 ,
-3 ,-1 ,-2 ,-1 ,-14 ,-65 ,-3 ,-3 ,
2 ,7 ,0 ,2 ,4 ,14 ,-4 ,0 ,
-1 ,-1 ,5 ,6 ,7 ,-3 ,-1 ,-2 ,
-1 ,-1 ,-4 ,-6 ,-8 ,-16 ,-4 ,-3 ,
-1 ,-2 ,-3 ,-3 ,9 ,19 ,0 ,1 ,
-4 ,-1 ,-6 ,-2 ,-9 ,-28 ,-3 ,-3 ,
1 ,-1 ,4 ,1 ,12 ,2 ,-2 ,0 ,
-1 ,-4 ,-5 ,-1 ,-5 ,3 ,0 ,-1 ,
-1 ,-5 ,-4 ,4 ,37 ,12 ,1 ,-1 ,
1 ,3 ,-3 ,-1 ,-13 ,-6 ,-2 ,-2 ,
-2 ,0 ,-2 ,-4 ,-2 ,1 ,-1 ,-1 ,
-1 ,3 ,-3 ,-1 ,5 ,3 ,-2 ,-2 ,
4 ,0 ,0 ,-3 ,-2 ,0 ,-4 ,0 ,
-3 ,-2 ,1 ,0 ,-8 ,-2 ,0 ,-3 ,
2 ,1 ,0 ,-1 ,-8 ,-10 ,-3 ,3 ,
0 ,-3 ,-1 ,2 ,12 ,-1 ,2 ,0 ,
0 ,0 ,-1 ,-2 ,-11 ,-6 ,-4 ,-1 ,
-3 ,-2 ,0 ,-2 ,-5 ,0 ,-3 ,-1 ,
0 ,1 ,-3 ,-2 ,-2 ,-2 ,0 ,1 ,
6 ,0 ,1 ,-1 ,-4 ,0 ,-4 ,-4 ,
0 ,0 ,-3 ,-2 ,-5 ,-22 ,-1 ,2 ,
-1 ,-1 ,0 ,0 ,-3 ,6 ,-1 ,-2 ,
-1 ,0 ,2 ,-3 ,0 ,-4 ,-1 ,0 ,
-1 ,-1 ,-1 ,0 ,-3 ,1 ,1 ,0 ,
-2 ,-2 ,-1 ,0 ,2 ,6 ,0 ,-1 ,
0 ,-2 ,-1 ,-2 ,-5 ,14 ,1 ,-1 ,
-2 ,-3 ,2 ,-1 ,-1 ,0 ,-2 ,0 ,
1 ,-2 ,0 ,-2 ,-3 ,-2 ,0 ,-2 ,
0 ,-3 ,-3 ,-2 ,-1 ,0 ,-1 ,-2 ,
-4 ,1 ,-3 ,-1 ,-2 ,-7 ,0 ,-1 ,
-2 ,-3 ,0 ,2 ,-1 ,0 ,0 ,1 ,
0 ,2 ,0 ,0 ,0 ,5 ,-2 ,0 ,
-2 ,0 ,-1 ,-1 ,0 ,-1 ,0 ,-1 ,
-1 ,-1 ,-1 ,-1 ,-2 ,-1 ,-3 ,0 ,
0 ,1 ,-2 ,0 ,1 ,-1 ,0 ,0 ,
0 ,0 ,-1 ,-2 ,-1 ,2 ,1 ,-3 ,
-1 ,-1 ,1 ,-1 ,-1 ,0 ,-2 ,-3 ,
-3 ,-1 ,0 ,0 ,-1 ,-3 ,-4 ,-5 ,
0 ,-2 ,0 ,-2 ,-1 ,-2 ,-1 ,-2 ,
0 ,0 ,-3 ,-2 ,-2 ,-3 ,-2 ,-2 ,
-4 ,-1 ,-3 ,-2 ,3 ,7 ,-1 ,-1 ,
0 ,-2 ,-1 ,2 ,4 ,0 ,3 ,3 ,
1 ,1 ,0 ,-1 ,-1 ,-2 ,0 ,-6 ,
-1 ,-2 ,-3 ,-2 ,1 ,-1 ,-1 ,3 ,
-1 ,-2 ,2 ,-2 ,0 ,-3 ,6 ,2 ,
-1 ,0 ,0 ,0 ,2 ,-1 ,1 ,-4 ,
-1 ,-3 ,1 ,0 ,-3 ,0 ,-4 ,-5 ,
-2 ,-2 ,1 ,0 ,-3 ,-2 ,-9 ,-7 ,
0 ,0 ,1 ,-2 ,0 ,-2 ,2 ,0 ,
0 ,-2 ,-3 ,1 ,-1 ,0 ,3 ,-5 ,
0 ,-1 ,-1 ,0 ,-1 ,0 ,1 ,3 ,
0 ,0 ,1 ,-3 ,1 ,1 ,-4 ,-2 ,
-2 ,-3 ,-1 ,-2 ,-1 ,-1 ,-6 ,-5 ,
-3 ,-1 ,0 ,-2 ,0 ,-1 ,-1 ,0 ,
-1 ,0 ,0 ,0 ,-3 ,-2 ,-3 ,-3 ,
0 ,-1 ,1 ,-2 ,0 ,-1 ,-1 ,1 ,
-1 ,-1 ,-3 ,0 ,-1 ,-1 ,-4 ,-1 ,
-1 ,1 ,-1 ,-1 ,0 ,-2 ,-2 ,-3 ,
-1 ,-2 ,-1 ,-1 ,-1 ,-1 ,-2 ,-1 ,
0 ,-2 ,2 ,0 ,-1 ,-2 ,-3 ,-3 ,
2 ,-2 ,-1 ,-3 ,0 ,-2 ,0 ,0 ,
-1 ,0 ,-2 ,-1 ,-1 ,1 ,2 ,1 ,
1 ,-3 ,-4 ,0 ,-14 ,0 ,1 ,-1 ,
2 ,-2 ,-7 ,-6 ,0 ,-3 ,-1 ,-2 ,
0 ,0 ,0 ,-4 ,-3 ,-6 ,-2 ,-1 ,
1 ,-1 ,1 ,2 ,1 ,-5 ,-2 ,-1 ,
-2 ,-1 ,5 ,0 ,-3 ,-7 ,-1 ,-2 ,
-3 ,-6 ,-5 ,0 ,-3 ,5 ,0 ,-3 ,
-2 ,-5 ,-4 ,-3 ,-3 ,3 ,-2 ,-4 ,
-1 ,1 ,0 ,0 ,-2 ,7 ,-1 ,-2 ,
0 ,1 ,-4 ,-1 ,0 ,-1 ,-2 ,-1 ,
-1 ,0 ,-1 ,0 ,-4 ,-4 ,-1 ,0 ,
-3 ,-2 ,-4 ,0 ,-2 ,1 ,0 ,-1 ,
1 ,-1 ,1 ,-5 ,-6 ,-9 ,-3 ,0 ,
0 ,3 ,-2 ,-1 ,0 ,4 ,0 ,0 ,
1 ,6 ,5 ,2 ,0 ,4 ,0 ,0 ,
-5 ,-5 ,-13 ,-8 ,-3 ,-2 ,0 ,0 ,
0 ,3 ,8 ,-1 ,-2 ,1 ,0 ,-1 ,
-1 ,-1 ,0 ,0 ,-2 ,0 ,0 ,-1 ,
1 ,-2 ,7 ,7 ,-4 ,-1 ,1 ,-1 ,
0 ,3 ,-2 ,4 ,6 ,1 ,-1 ,0 ,
0 ,-4 ,-15 ,-3 ,-11 ,8 ,2 ,2 ,
-2 ,-4 ,-1 ,-6 ,-18 ,-6 ,-2 ,-1 ,
0 ,-2 ,-7 ,1 ,13 ,0 ,-1 ,1 ,
-4 ,1 ,-5 ,-1 ,-2 ,2 ,0 ,1 ,
0 ,-1 ,5 ,16 ,30 ,7 ,4 ,4 ,
-2 ,-4 ,7 ,-1 ,-9 ,-2 ,-1 ,-4 ,
-1 ,0 ,2 ,2 ,2 ,0 ,-1 ,-1 ,
-1 ,-3 ,0 ,0 ,-3 ,0 ,0 ,-1 ,
-11 ,-5 ,6 ,-10 ,10 ,37 ,-102 ,-43 ,
-16 ,0 ,9 ,17 ,-10 ,-40 ,37 ,11 ,
9 ,5 ,4 ,7 ,2 ,6 ,-6 ,-5 ,
0 ,-3 ,-10 ,-5 ,-1 ,-5 ,6 ,-1 ,
2 ,8 ,9 ,1 ,-1 ,-3 ,0 ,0 ,
-3 ,4 ,2 ,1 ,-1 ,-3 ,0 ,-2 ,
0 ,4 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,
-2 ,3 ,5 ,-1 ,-1 ,-2 ,-1 ,-1 ,
-2 ,1 ,4 ,1 ,0 ,0 ,-1 ,0 ,
-1 ,9 ,-2 ,-2 ,-2 ,-2 ,-1 ,-2 ,
-2 ,-5 ,2 ,-1 ,-2 ,-1 ,-1 ,-1 ,
0 ,8 ,5 ,2 ,-1 ,0 ,0 ,-2 ,
0 ,1 ,0 ,1 ,-1 ,-1 ,-2 ,-1 ,
0 ,-2 ,-2 ,-1 ,-3 ,0 ,-1 ,-1 ,
-2 ,-3 ,-1 ,-1 ,0 ,0 ,2 ,0 ,
-3 ,5 ,-3 ,0 ,0 ,-1 ,0 ,0 ,
0 ,1 ,3 ,0 ,-1 ,-3 ,-1 ,-2 ,
-1 ,2 ,-1 ,0 ,-1 ,-2 ,-1 ,-1 ,
1 ,0 ,3 ,1 ,-2 ,-3 ,-1 ,-1 ,
1 ,-1 ,1 ,-1 ,-2 ,-1 ,0 ,0 ,
-1 ,2 ,2 ,-1 ,-4 ,-1 ,0 ,-2 ,
-2 ,-8 ,-5 ,1 ,-2 ,-2 ,-2 ,-2 ,
-1 ,0 ,-6 ,0 ,-2 ,0 ,-1 ,0 ,
1 ,3 ,2 ,-1 ,-2 ,-2 ,-2 ,-1 ,
0 ,-2 ,4 ,0 ,-1 ,-1 ,0 ,0 ,
-1 ,7 ,7 ,1 ,-1 ,-3 ,-2 ,0 ,
0 ,1 ,-1 ,0 ,-1 ,-1 ,-1 ,-1 ,
-1 ,3 ,-1 ,1 ,1 ,-2 ,0 ,-2 ,
1 ,6 ,2 ,-2 ,0 ,0 ,-2 ,-1 ,
0 ,-3 ,-1 ,-12 ,-10 ,-10 ,-2 ,4 ,
-2 ,-5 ,-4 ,-2 ,-15 ,-3 ,-11 ,-3 ,
-10 ,-4 ,20 ,5 ,-15 ,2 ,-16 ,-25 ,
10 ,-3 ,-1 ,-9 ,-14 ,14 ,-65 ,-25 ,
-8 ,4 ,4 ,-4 ,-1 ,3 ,19 ,0 ,
-4 ,-12 ,-6 ,-5 ,-2 ,0 ,-18 ,-6 ,
0 ,-1 ,-2 ,2 ,-1 ,0 ,0 ,-1 ,
-1 ,-2 ,-3 ,0 ,-4 ,-2 ,-1 ,3 ,
1 ,7 ,10 ,0 ,-3 ,-1 ,2 ,0 ,
-1 ,3 ,-1 ,-1 ,-2 ,-2 ,-1 ,-2 ,
-2 ,-4 ,-3 ,1 ,-2 ,-1 ,-1 ,-1 ,
-1 ,0 ,3 ,0 ,2 ,0 ,-1 ,0 ,
1 ,4 ,1 ,1 ,-3 ,1 ,1 ,-2 ,
-1 ,1 ,0 ,-1 ,0 ,1 ,1 ,-3 ,
-1 ,1 ,-1 ,-3 ,-4 ,5 ,1 ,-1 ,
-37 ,-7 ,24 ,-10 ,-3 ,-22 ,44 ,-40 ,
-18 ,0 ,25 ,11 ,-43 ,-71 ,-55 ,-15 ,
0 ,0 ,-14 ,-17 ,15 ,35 ,-73 ,13 ,
